,id,title,type,status,yes,no,veto,abstain,no_vote,count,most_vote,most_vote_ratio
66,375,Upload Ninja Labs  Chads Draw Contract Wasm Code,StoreCode,PASSED,9.0,7.0,0.0,30.0,10.0,56.0,abstain,0.5357142857142857
67,374,Moon App Staking  Staking contract upgrade v110,StoreCode,PASSED,13.0,5.0,0.0,28.0,10.0,56.0,abstain,0.5
68,373,Upload Ninza Contract  Referral,StoreCode,PASSED,17.0,6.0,0.0,28.0,5.0,56.0,abstain,0.5
69,372,Upload Ninza Contract  Multicall,StoreCode,PASSED,16.0,6.0,0.0,29.0,5.0,56.0,abstain,0.5178571428571429
70,371,Upload Ninza Contract  Token InGame,StoreCode,PASSED,16.0,6.0,0.0,29.0,5.0,56.0,abstain,0.5178571428571429
71,370,Upload Ninza Contract  Game,StoreCode,PASSED,16.0,6.0,0.0,29.0,5.0,56.0,abstain,0.5178571428571429
72,369,Disbursement of OLP rewards for epoch ended on 18 March 2024,CommunityPoolSpend,PASSED,38.0,1.0,0.0,12.0,5.0,56.0,yes,0.6785714285714286
73,368,Upload Ninja Blaze Contract  Double,StoreCode,PASSED,19.0,9.0,0.0,23.0,5.0,56.0,abstain,0.4107142857142857
74,367,Upload Ninja Blaze Contract  User profile  Fee collector,StoreCode,PASSED,18.0,9.0,0.0,24.0,5.0,56.0,abstain,0.42857142857142855
75,366,Upload Ninja Blaze Contract  User profile  Fee collector,StoreCode,PASSED,17.0,9.0,0.0,25.0,5.0,56.0,abstain,0.44642857142857145
76,365,Upload Ninja Blaze Contract  Jackpot,StoreCode,PASSED,16.0,9.0,0.0,25.0,5.0,55.0,abstain,0.45454545454545453
77,364,Upload Ninja Labs  Ninja Coin Flip Contract Wasm Code,StoreCode,PASSED,17.0,6.0,0.0,30.0,4.0,57.0,abstain,0.5263157894736842
78,363,Upload Ninja Labs  Kira Lottery Contract Wasm Code,StoreCode,PASSED,15.0,7.0,0.0,30.0,4.0,56.0,abstain,0.5357142857142857
79,362,Upload Aeroscraper Lending  Borrowing Protocol Contract  Wasm Code to Injective,StoreCode,PASSED,36.0,0.0,0.0,15.0,4.0,55.0,yes,0.6545454545454545
80,358,NFT Injstaking  Upload contract,StoreCode,PASSED,37.0,2.0,0.0,14.0,4.0,57.0,yes,0.6491228070175439
81,356,DegenFlips dApp  Upload Contract,StoreCode,PASSED,28.0,3.0,0.0,23.0,3.0,57.0,yes,0.49122807017543857
82,354,Upload Injex Finance Contract Wasm Code,StoreCode,PASSED,24.0,2.0,0.0,26.0,4.0,56.0,abstain,0.4642857142857143
