,id,title,type,status,yes,no,veto,abstain,no_vote,count,most_vote,most_vote_ratio
144,209,Adopt Wormhole as the Canonical Ethereum Bridge Service Provider,Text,REJECTED,13.0,61.0,0.0,29.0,19.0,122.0,no,0.5
145,208,Adopt Nomad as the Canonical Ethereum Bridge Service Provider,Text,PASSED,21.0,42.0,0.0,38.0,20.0,121.0,no,0.34710743801652894
146,207,Adopt Gravity as the Canonical Ethereum Bridge Service Provider,Text,PASSED,33.0,39.0,0.0,31.0,19.0,122.0,no,0.319672131147541
147,206,Adopt Axelar as the Canonical Ethereum Bridge Service Provider,Text,PASSED,71.0,10.0,0.0,21.0,21.0,123.0,yes,0.5772357723577236
148,204,Signaling proposal to add Cerberus CRBRUS pool 662 to the Osmosis incentives program,Text,PASSED,45.0,20.0,0.0,31.0,22.0,118.0,yes,0.3813559322033898
149,200,Onboard HOPEOSMO 653 for Osmosis Incentives,Text,REJECTED,5.0,38.0,0.0,41.0,34.0,118.0,abstain,0.3474576271186441
150,199,Formalize usage of commonwealth for governance,Text,PASSED,67.0,6.0,0.0,17.0,28.0,118.0,yes,0.5677966101694916
151,195,Match External Incentives for PSTAKEOSMO 648,Text,PASSED,43.0,8.0,0.0,19.0,43.0,113.0,yes,0.3805309734513274
152,194,Match External Incentives for UMEEOSMO and ATOMUMEE,Text,PASSED,52.0,3.0,0.0,17.0,41.0,113.0,yes,0.46017699115044247
153,191,Allocate a flat portion of staking rewards per validator,Text,REJECTED,17.0,41.0,0.0,22.0,36.0,116.0,no,0.35344827586206895
154,190,Signalling Proposal for SWTHOSMO651 Incentivized Pools,Text,PASSED,23.0,14.0,0.0,42.0,37.0,116.0,abstain,0.3620689655172414
155,188,Remove incentives from all xki pools,Text,REJECTED,15.0,47.0,3.0,19.0,33.0,117.0,no,0.4017094017094017
156,180,Signalling proposal for MARBLEOSMO649 incentivized pool,Text,PASSED,11.0,19.0,0.0,41.0,42.0,113.0,no_vote,0.37168141592920356
157,178,Match External Incentives for SWTHOSMO,Text,PASSED,16.0,11.0,0.0,38.0,47.0,112.0,no_vote,0.41964285714285715
158,173,Match External Incentives for PSTAKEOSMO 648,Text,PASSED,47.0,3.0,0.0,17.0,45.0,112.0,yes,0.41964285714285715
159,171,Signalling proposal for PSTAKEOSMO648 incentivized pool,Text,PASSED,33.0,4.0,0.0,16.0,56.0,109.0,no_vote,0.5137614678899083
