,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label,Imperatorco, AutoStake  Slash Protected,StakeWithUs,BHarvest,StakeLabzone,Crosnest,Chorus One,Forbole,Bi23 Labs,POSTHUMAN  StakeDrop,Notional,jabbey,Smart Stake ,WhisperNode ,Figment,Golden Ratio Staking,Ubik Capital,Stakelyio,ECO Stake ,Citadelone,Informal Systems, LavenderFive Nodes ,Frens ,Cosmostation,DOUBLETOP,White Whale,BlockHunters ,Coinage x DAIC,Dora Factory,Keplr,Stakecito,DSRV,BronBro,Allnodes,Trust Nodes,Everstake,PRYZM  StakeDrop,SCVSecurity,Please Redelegate,redelegateplease,nysanetwork,Stakewollecom  Autocompound,Architect Nodes,PFC  Stake for SOUL airdrop,Huobi,cosmosrescue, polkachucom,inactive,w3coins, CryptoCrew Validators,TTT ,coinhallorg ,Twinstake,Kiln,HighStakesch  Stake for Airdrop,InfStones,BwareLabs,AUDITone,Staked,Synergy Nodes,Contribution DAO,Ledger by Chorus One,FinoaConsensusServices,undelegate,POSTCAPITALIST,Black Panther  Delegate for Claimdrop,Innovating Capital,Open DeFi,TokenStationapp  Qwerty,Injective Node 0, Crypteloid,50 Validator  Airdrop ,please redelegate  shutting down,Ready Block,redelegate to StakeLab,Liquify,Helios Staking,HashQuark,Talis Protocol,Injective Finance,Dojo,BitNordic,Ormanxyz,Swiss Staking  Bare Metal  Bunker,Injective Node 3,Injective Node 1,Do Not Delegate,Hoss Army by 01node,Blockapsis,Oni  Stake for BoostDrop ,PartnerStaking  Timeworxio Airdrop,Cosmic Validator  Top Uptime  Autocompound,kingnodes ,Daily ExtraRewards  Nodeof Cosmonauts,Decentrio,NODEJUMPER,Hex Technologies,A41,Neptune Foundation,gumi,Felix,NTT Digital,high_similarity_voters
25,White Whale,45,7,0,56,0,108,108,139,93,94,0.8611111111111112,0.8703703703703703,0.7769784172661871,6,0.6115107913669064,0.460431654676259,0.2949640287769784,0.302158273381295,0.1366906474820144,0.34532374100719426,0.6187050359712231,0.19424460431654678,0.0,0.34532374100719426,0.02877697841726619,0.007194244604316547,0.5179856115107914,0.38848920863309355,0.007194244604316547,0.37410071942446044,0.35251798561151076,0.4460431654676259,0.3381294964028777,0.49640287769784175,0.43884892086330934,0.2517985611510791,0.4244604316546763,0.5827338129496403,0.14388489208633093,1.0,0.0,0.38848920863309355,0.37410071942446044,0.14388489208633093,0.3669064748201439,0.16546762589928057,0.20863309352517986,0.3381294964028777,0.4244604316546763,0.4676258992805755,0.11510791366906475,0.45323741007194246,0.007194244604316547,0.02877697841726619,0.007194244604316547,0.5827338129496403,0.007194244604316547,0.4460431654676259,0.0,0.23741007194244604,0.3597122302158273,0.007194244604316547,0.07194244604316546,0.16546762589928057,0.12949640287769784,0.5107913669064749,0.30935251798561153,0.5035971223021583,0.35251798561151076,0.0,0.30935251798561153,0.23741007194244604,0.0,0.0,0.1510791366906475,0.39568345323741005,0.1223021582733813,0.007194244604316547,0.0,0.1079136690647482,0.014388489208633094,0.0,0.2302158273381295,0.0,0.007194244604316547,0.014388489208633094,0.007194244604316547,0.0,0.014388489208633094,0.0,0.14388489208633093,0.007194244604316547,0.3669064748201439,0.014388489208633094,0.302158273381295,0.1223021582733813,0.0,0.1223021582733813,0.0,0.0,0.0,0.2446043165467626,0.4028776978417266,0.2589928057553957,0.10071942446043165,0.6330935251798561,0.41007194244604317,0.014388489208633094,0.34532374100719426,0.007194244604316547,0.34532374100719426,0.34532374100719426,0.2014388489208633,0.10071942446043165,0.1510791366906475,0.02158273381294964,"['Imperatorco', 'Chorus One', 'Cosmic Validator  Top Uptime  Autocompound']"
26,BlockHunters ,0,0,0,0,8,0,8,139,8,8,1.0,1.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02877697841726619,0.0,0.0,0.05755395683453238,0.014388489208633094,0.0,0.0,0.0,0.0,0.0,0.0,0.014388489208633094,0.0,0.05755395683453238,0.0,0.0,0.0,0.0,1.0,0.0,0.05755395683453238,0.0,0.0,0.05755395683453238,0.05755395683453238,0.0,0.0,0.0,0.0,0.0,0.05755395683453238,0.05755395683453238,0.04316546762589928,0.0,0.05755395683453238,0.0,0.02158273381294964,0.0,0.0,0.05755395683453238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05755395683453238,0.0,0.0,0.05755395683453238,0.05755395683453238,0.05755395683453238,0.0,0.05755395683453238,0.05755395683453238,0.05755395683453238,0.05755395683453238,0.05755395683453238,0.05755395683453238,0.05755395683453238,0.05755395683453238,0.05755395683453238,0.05755395683453238,0.05755395683453238,0.05755395683453238,0.03597122302158273,0.05755395683453238,0.014388489208633094,0.05755395683453238,0.05755395683453238,0.05755395683453238,0.04316546762589928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
27,Coinage x DAIC,24,2,0,65,0,91,91,139,62,57,0.6813186813186813,0.6263736263736264,0.6546762589928058,3,0.4172661870503597,0.31654676258992803,0.2158273381294964,0.14388489208633093,0.1223021582733813,0.30935251798561153,0.49640287769784175,0.15827338129496402,0.0,0.20863309352517986,0.0,0.0,0.45323741007194246,0.30935251798561153,0.0,0.3669064748201439,0.26618705035971224,0.302158273381295,0.18705035971223022,0.35251798561151076,0.2589928057553957,0.16546762589928057,0.2589928057553957,0.41007194244604317,0.1366906474820144,0.38848920863309355,0.0,1.0,0.2517985611510791,0.06474820143884892,0.17985611510791366,0.1366906474820144,0.12949640287769784,0.26618705035971224,0.43884892086330934,0.31654676258992803,0.1223021582733813,0.33093525179856115,0.0,0.014388489208633094,0.0,0.3597122302158273,0.0,0.3381294964028777,0.0,0.2014388489208633,0.17985611510791366,0.0,0.014388489208633094,0.1223021582733813,0.11510791366906475,0.38848920863309355,0.381294964028777,0.43884892086330934,0.3237410071942446,0.0,0.15827338129496402,0.2014388489208633,0.0,0.0,0.14388489208633093,0.460431654676259,0.07194244604316546,0.0,0.0,0.10071942446043165,0.007194244604316547,0.0,0.20863309352517986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16546762589928057,0.0,0.37410071942446044,0.014388489208633094,0.302158273381295,0.07913669064748201,0.0,0.09352517985611511,0.0,0.0,0.0,0.1510791366906475,0.3381294964028777,0.14388489208633093,0.09352517985611511,0.48201438848920863,0.2589928057553957,0.0,0.2446043165467626,0.0,0.3669064748201439,0.18705035971223022,0.14388489208633093,0.014388489208633094,0.1079136690647482,0.04316546762589928,[]
28,Dora Factory,15,4,1,49,30,69,99,139,86,86,0.8686868686868687,0.8686868686868687,0.49640287769784175,6,0.39568345323741005,0.26618705035971224,0.2517985611510791,0.1223021582733813,0.07194244604316546,0.33093525179856115,0.37410071942446044,0.1366906474820144,0.05755395683453238,0.15827338129496402,0.007194244604316547,0.22302158273381295,0.33093525179856115,0.2446043165467626,0.0,0.30935251798561153,0.31654676258992803,0.2733812949640288,0.1223021582733813,0.33093525179856115,0.18705035971223022,0.30935251798561153,0.2517985611510791,0.31654676258992803,0.1079136690647482,0.37410071942446044,0.05755395683453238,0.2517985611510791,1.0,0.050359712230215826,0.16546762589928057,0.3237410071942446,0.30935251798561153,0.1366906474820144,0.3669064748201439,0.26618705035971224,0.07913669064748201,0.2589928057553957,0.2014388489208633,0.2446043165467626,0.050359712230215826,0.302158273381295,0.22302158273381295,0.2733812949640288,0.02158273381294964,0.12949640287769784,0.1366906474820144,0.20863309352517986,0.04316546762589928,0.1079136690647482,0.050359712230215826,0.35251798561151076,0.30935251798561153,0.38848920863309355,0.2733812949640288,0.2158273381294964,0.11510791366906475,0.17266187050359713,0.2158273381294964,0.2158273381294964,0.2949640287769784,0.35251798561151076,0.2733812949640288,0.22302158273381295,0.18705035971223022,0.2733812949640288,0.23741007194244604,0.2014388489208633,0.3237410071942446,0.20863309352517986,0.20863309352517986,0.22302158273381295,0.22302158273381295,0.2158273381294964,0.09352517985611511,0.07913669064748201,0.19424460431654678,0.19424460431654678,0.38848920863309355,0.08633093525179857,0.35251798561151076,0.050359712230215826,0.0,0.06474820143884892,0.0,0.0,0.0,0.1079136690647482,0.2949640287769784,0.11510791366906475,0.050359712230215826,0.35251798561151076,0.2302158273381295,0.014388489208633094,0.16546762589928057,0.007194244604316547,0.28776978417266186,0.20863309352517986,0.08633093525179857,0.03597122302158273,0.03597122302158273,0.007194244604316547,[]
29,Keplr,15,2,0,9,0,26,26,139,23,26,0.8846153846153846,1.0,0.18705035971223022,0,0.15827338129496402,0.10071942446043165,0.0,0.1079136690647482,0.0,0.09352517985611511,0.14388489208633093,0.0,0.0,0.1366906474820144,0.0,0.0,0.08633093525179857,0.10071942446043165,0.0,0.06474820143884892,0.02877697841726619,0.10071942446043165,0.1223021582733813,0.16546762589928057,0.11510791366906475,0.09352517985611511,0.1079136690647482,0.15827338129496402,0.0,0.14388489208633093,0.0,0.06474820143884892,0.050359712230215826,1.0,0.11510791366906475,0.0,0.0,0.10071942446043165,0.06474820143884892,0.11510791366906475,0.0,0.1223021582733813,0.0,0.0,0.0,0.15827338129496402,0.0,0.014388489208633094,0.0,0.0,0.1223021582733813,0.0,0.0,0.04316546762589928,0.0,0.06474820143884892,0.02158273381294964,0.11510791366906475,0.0,0.0,0.11510791366906475,0.0,0.0,0.0,0.0,0.06474820143884892,0.0,0.0,0.0,0.02158273381294964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02877697841726619,0.0,0.1366906474820144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10071942446043165,0.0,0.07194244604316546,0.07913669064748201,0.1510791366906475,0.1366906474820144,0.0,0.11510791366906475,0.0,0.06474820143884892,0.1510791366906475,0.1079136690647482,0.11510791366906475,0.11510791366906475,0.014388489208633094,[]
30,Stakecito,71,33,0,9,0,113,113,139,48,66,0.4247787610619469,0.584070796460177,0.8129496402877698,3,0.33093525179856115,0.38848920863309355,0.2158273381294964,0.33093525179856115,0.17266187050359713,0.2014388489208633,0.28776978417266186,0.12949640287769784,0.06474820143884892,0.302158273381295,0.02877697841726619,0.007194244604316547,0.26618705035971224,0.30935251798561153,0.007194244604316547,0.08633093525179857,0.1079136690647482,0.34532374100719426,0.43884892086330934,0.3597122302158273,0.4244604316546763,0.3597122302158273,0.3381294964028777,0.48201438848920863,0.05755395683453238,0.3669064748201439,0.0,0.17985611510791366,0.16546762589928057,0.11510791366906475,1.0,0.1510791366906475,0.1510791366906475,0.4172661870503597,0.08633093525179857,0.43884892086330934,0.03597122302158273,0.3381294964028777,0.007194244604316547,0.02158273381294964,0.007194244604316547,0.3597122302158273,0.007194244604316547,0.2805755395683453,0.0,0.17985611510791366,0.5107913669064749,0.007194244604316547,0.05755395683453238,0.3669064748201439,0.17266187050359713,0.23741007194244604,0.050359712230215826,0.16546762589928057,0.22302158273381295,0.0,0.381294964028777,0.18705035971223022,0.0,0.0,0.1510791366906475,0.05755395683453238,0.1079136690647482,0.007194244604316547,0.007194244604316547,0.1079136690647482,0.03597122302158273,0.0,0.2014388489208633,0.0,0.007194244604316547,0.014388489208633094,0.007194244604316547,0.007194244604316547,0.02877697841726619,0.0,0.050359712230215826,0.007194244604316547,0.30935251798561153,0.014388489208633094,0.05755395683453238,0.1223021582733813,0.007194244604316547,0.1223021582733813,0.0,0.0,0.0,0.2949640287769784,0.18705035971223022,0.34532374100719426,0.12949640287769784,0.2805755395683453,0.3237410071942446,0.02158273381294964,0.23741007194244604,0.007194244604316547,0.04316546762589928,0.2805755395683453,0.1366906474820144,0.1510791366906475,0.11510791366906475,0.0,[]
31,DSRV,7,24,1,24,21,56,77,139,44,32,0.5714285714285714,0.4155844155844156,0.4028776978417266,3,0.16546762589928057,0.08633093525179857,0.15827338129496402,0.07194244604316546,0.05755395683453238,0.2446043165467626,0.12949640287769784,0.1079136690647482,0.050359712230215826,0.09352517985611511,0.007194244604316547,0.15827338129496402,0.17985611510791366,0.17985611510791366,0.0,0.16546762589928057,0.20863309352517986,0.1510791366906475,0.05755395683453238,0.1366906474820144,0.07194244604316546,0.2014388489208633,0.1510791366906475,0.15827338129496402,0.04316546762589928,0.16546762589928057,0.05755395683453238,0.1366906474820144,0.3237410071942446,0.0,0.1510791366906475,1.0,0.23741007194244604,0.11510791366906475,0.17266187050359713,0.16546762589928057,0.04316546762589928,0.1223021582733813,0.14388489208633093,0.17266187050359713,0.050359712230215826,0.10071942446043165,0.15827338129496402,0.14388489208633093,0.02158273381294964,0.09352517985611511,0.07913669064748201,0.1510791366906475,0.05755395683453238,0.20863309352517986,0.03597122302158273,0.11510791366906475,0.17266187050359713,0.16546762589928057,0.15827338129496402,0.1510791366906475,0.06474820143884892,0.10071942446043165,0.1510791366906475,0.1510791366906475,0.22302158273381295,0.17266187050359713,0.2014388489208633,0.15827338129496402,0.12949640287769784,0.2302158273381295,0.16546762589928057,0.1510791366906475,0.26618705035971224,0.1510791366906475,0.1510791366906475,0.16546762589928057,0.15827338129496402,0.1510791366906475,0.09352517985611511,0.07913669064748201,0.1223021582733813,0.1510791366906475,0.2589928057553957,0.08633093525179857,0.20863309352517986,0.050359712230215826,0.0,0.06474820143884892,0.0,0.0,0.007194244604316547,0.007194244604316547,0.14388489208633093,0.04316546762589928,0.02877697841726619,0.15827338129496402,0.12949640287769784,0.014388489208633094,0.17266187050359713,0.0,0.07194244604316546,0.04316546762589928,0.0,0.0,0.0,0.0,[]
32,BronBro,20,9,0,15,92,44,136,139,62,42,0.45588235294117646,0.3088235294117647,0.31654676258992803,3,0.2302158273381295,0.17985611510791366,0.07194244604316546,0.09352517985611511,0.07194244604316546,0.15827338129496402,0.2158273381294964,0.08633093525179857,0.05755395683453238,0.16546762589928057,0.0,0.2446043165467626,0.22302158273381295,0.17266187050359713,0.0,0.1223021582733813,0.1079136690647482,0.12949640287769784,0.16546762589928057,0.2014388489208633,0.17266187050359713,0.38848920863309355,0.2014388489208633,0.2014388489208633,0.03597122302158273,0.20863309352517986,0.05755395683453238,0.12949640287769784,0.30935251798561153,0.0,0.1510791366906475,0.23741007194244604,1.0,0.15827338129496402,0.1223021582733813,0.18705035971223022,0.03597122302158273,0.14388489208633093,0.26618705035971224,0.4316546762589928,0.04316546762589928,0.19424460431654678,0.22302158273381295,0.2158273381294964,0.02158273381294964,0.1366906474820144,0.15827338129496402,0.43884892086330934,0.02158273381294964,0.1079136690647482,0.07913669064748201,0.2014388489208633,0.10071942446043165,0.1223021582733813,0.1223021582733813,0.22302158273381295,0.1366906474820144,0.1079136690647482,0.5323741007194245,0.4676258992805755,0.6330935251798561,0.1079136690647482,0.4748201438848921,0.22302158273381295,0.19424460431654678,0.5539568345323741,0.6187050359712231,0.6474820143884892,0.2949640287769784,0.3381294964028777,0.22302158273381295,0.2302158273381295,0.2158273381294964,0.2158273381294964,0.09352517985611511,0.07913669064748201,0.06474820143884892,0.19424460431654678,0.2949640287769784,0.08633093525179857,0.1223021582733813,0.06474820143884892,0.0,0.08633093525179857,0.0,0.0,0.0,0.09352517985611511,0.17266187050359713,0.1510791366906475,0.02877697841726619,0.19424460431654678,0.1223021582733813,0.0,0.17985611510791366,0.0,0.07913669064748201,0.10071942446043165,0.02158273381294964,0.02158273381294964,0.02158273381294964,0.0,"['Contribution DAO', 'Innovating Capital', 'Open DeFi']"
33,Allnodes,74,17,0,13,0,104,104,139,48,54,0.46153846153846156,0.5192307692307693,0.7482014388489209,3,0.37410071942446044,0.302158273381295,0.1366906474820144,0.4316546762589928,0.22302158273381295,0.1079136690647482,0.34532374100719426,0.08633093525179857,0.0,0.34532374100719426,0.0,0.0,0.26618705035971224,0.38848920863309355,0.0,0.10071942446043165,0.05755395683453238,0.2733812949640288,0.539568345323741,0.302158273381295,0.48201438848920863,0.4460431654676259,0.2949640287769784,0.43884892086330934,0.050359712230215826,0.3381294964028777,0.0,0.26618705035971224,0.1366906474820144,0.10071942446043165,0.4172661870503597,0.11510791366906475,0.15827338129496402,1.0,0.07913669064748201,0.39568345323741005,0.06474820143884892,0.381294964028777,0.0,0.0,0.0,0.3597122302158273,0.0,0.2589928057553957,0.0,0.2733812949640288,0.5323741007194245,0.0,0.04316546762589928,0.2805755395683453,0.2517985611510791,0.2733812949640288,0.05755395683453238,0.12949640287769784,0.1366906474820144,0.0,0.49640287769784175,0.16546762589928057,0.0,0.0,0.23741007194244604,0.09352517985611511,0.1079136690647482,0.0,0.0,0.09352517985611511,0.02158273381294964,0.0,0.26618705035971224,0.0,0.0,0.014388489208633094,0.0,0.0,0.0,0.0,0.06474820143884892,0.0,0.35251798561151076,0.014388489208633094,0.06474820143884892,0.12949640287769784,0.0,0.1079136690647482,0.0,0.0,0.0,0.381294964028777,0.2446043165467626,0.4028776978417266,0.2158273381294964,0.31654676258992803,0.33093525179856115,0.0,0.2517985611510791,0.02877697841726619,0.07194244604316546,0.3237410071942446,0.18705035971223022,0.1510791366906475,0.11510791366906475,0.0,[]
34,Trust Nodes,0,5,0,101,0,106,106,139,63,65,0.5943396226415094,0.6132075471698113,0.762589928057554,6,0.4172661870503597,0.31654676258992803,0.2733812949640288,0.02158273381294964,0.03597122302158273,0.5035971223021583,0.48201438848920863,0.17985611510791366,0.0,0.12949640287769784,0.0,0.0,0.5323741007194245,0.2733812949640288,0.0,0.5611510791366906,0.4892086330935252,0.28776978417266186,0.02158273381294964,0.381294964028777,0.15827338129496402,0.007194244604316547,0.2446043165467626,0.34532374100719426,0.11510791366906475,0.4244604316546763,0.0,0.43884892086330934,0.3669064748201439,0.06474820143884892,0.08633093525179857,0.17266187050359713,0.1223021582733813,0.07913669064748201,1.0,0.2949640287769784,0.09352517985611511,0.3381294964028777,0.0,0.02877697841726619,0.0,0.35251798561151076,0.0,0.30935251798561153,0.0,0.16546762589928057,0.02877697841726619,0.0,0.03597122302158273,0.1079136690647482,0.02158273381294964,0.4316546762589928,0.6187050359712231,0.6906474820143885,0.3381294964028777,0.0,0.02158273381294964,0.16546762589928057,0.0,0.0,0.04316546762589928,0.7266187050359713,0.02158273381294964,0.0,0.0,0.06474820143884892,0.007194244604316547,0.0,0.1079136690647482,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.2733812949640288,0.0,0.2589928057553957,0.0,0.5035971223021583,0.0,0.0,0.04316546762589928,0.0,0.0,0.0,0.1079136690647482,0.2949640287769784,0.03597122302158273,0.050359712230215826,0.48201438848920863,0.2949640287769784,0.014388489208633094,0.2589928057553957,0.0,0.6187050359712231,0.2302158273381295,0.1510791366906475,0.0,0.09352517985611511,0.06474820143884892,"['Twinstake', 'Kiln', 'Ledger by Chorus One', 'Hex Technologies']"
35,Everstake,52,15,0,38,0,105,105,139,70,72,0.6666666666666666,0.6857142857142857,0.7553956834532374,6,0.4676258992805755,0.38848920863309355,0.16546762589928057,0.302158273381295,0.14388489208633093,0.2949640287769784,0.4748201438848921,0.1510791366906475,0.0,0.33093525179856115,0.007194244604316547,0.007194244604316547,0.39568345323741005,0.3597122302158273,0.0,0.2446043165467626,0.23741007194244604,0.381294964028777,0.39568345323741005,0.39568345323741005,0.4316546762589928,0.30935251798561153,0.38848920863309355,0.4748201438848921,0.05755395683453238,0.4676258992805755,0.0,0.31654676258992803,0.26618705035971224,0.11510791366906475,0.43884892086330934,0.16546762589928057,0.18705035971223022,0.39568345323741005,0.2949640287769784,1.0,0.07194244604316546,0.4460431654676259,0.0,0.02877697841726619,0.007194244604316547,0.460431654676259,0.007194244604316547,0.3597122302158273,0.0,0.20863309352517986,0.4028776978417266,0.0,0.04316546762589928,0.26618705035971224,0.19424460431654678,0.4244604316546763,0.20863309352517986,0.3597122302158273,0.22302158273381295,0.0,0.34532374100719426,0.19424460431654678,0.0,0.0,0.17266187050359713,0.2733812949640288,0.09352517985611511,0.007194244604316547,0.0,0.14388489208633093,0.02158273381294964,0.0,0.20863309352517986,0.0,0.0,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.0,0.0,0.11510791366906475,0.0,0.45323741007194246,0.014388489208633094,0.18705035971223022,0.09352517985611511,0.0,0.1079136690647482,0.0,0.0,0.0,0.2589928057553957,0.2517985611510791,0.302158273381295,0.14388489208633093,0.45323741007194246,0.38848920863309355,0.014388489208633094,0.3381294964028777,0.007194244604316547,0.2158273381294964,0.2949640287769784,0.2302158273381295,0.1079136690647482,0.16546762589928057,0.014388489208633094,[]
36,PRYZM  StakeDrop,8,1,0,12,0,21,21,139,17,8,0.8095238095238095,0.38095238095238093,0.1510791366906475,7,0.1223021582733813,0.04316546762589928,0.09352517985611511,0.05755395683453238,0.02877697841726619,0.08633093525179857,0.1223021582733813,0.03597122302158273,0.0,0.03597122302158273,0.0,0.0,0.1223021582733813,0.050359712230215826,0.0,0.06474820143884892,0.08633093525179857,0.07194244604316546,0.06474820143884892,0.06474820143884892,0.06474820143884892,0.050359712230215826,0.05755395683453238,0.12949640287769784,0.08633093525179857,0.11510791366906475,0.0,0.1223021582733813,0.07913669064748201,0.0,0.03597122302158273,0.04316546762589928,0.03597122302158273,0.06474820143884892,0.09352517985611511,0.07194244604316546,1.0,0.04316546762589928,0.0,0.0,0.0,0.08633093525179857,0.0,0.10071942446043165,0.0,0.050359712230215826,0.05755395683453238,0.0,0.0,0.02877697841726619,0.03597122302158273,0.11510791366906475,0.08633093525179857,0.10071942446043165,0.10071942446043165,0.0,0.06474820143884892,0.050359712230215826,0.0,0.0,0.050359712230215826,0.08633093525179857,0.02158273381294964,0.0,0.0,0.04316546762589928,0.0,0.0,0.08633093525179857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014388489208633094,0.0,0.05755395683453238,0.0,0.08633093525179857,0.02877697841726619,0.0,0.03597122302158273,0.0,0.0,0.0,0.02877697841726619,0.1223021582733813,0.04316546762589928,0.014388489208633094,0.1223021582733813,0.03597122302158273,0.0,0.050359712230215826,0.0,0.08633093525179857,0.06474820143884892,0.014388489208633094,0.0,0.02158273381294964,0.0,[]
37,SCVSecurity,53,11,0,44,0,108,108,139,68,68,0.6296296296296297,0.6296296296296297,0.7769784172661871,6,0.43884892086330934,0.31654676258992803,0.18705035971223022,0.31654676258992803,0.2014388489208633,0.3237410071942446,0.4676258992805755,0.1366906474820144,0.0,0.35251798561151076,0.0,0.0,0.381294964028777,0.3237410071942446,0.0,0.2733812949640288,0.2446043165467626,0.41007194244604317,0.4244604316546763,0.4028776978417266,0.4892086330935252,0.37410071942446044,0.3381294964028777,0.4172661870503597,0.07194244604316546,0.45323741007194246,0.0,0.33093525179856115,0.2589928057553957,0.1223021582733813,0.3381294964028777,0.1223021582733813,0.14388489208633093,0.381294964028777,0.3381294964028777,0.4460431654676259,0.04316546762589928,1.0,0.0,0.02877697841726619,0.0,0.4748201438848921,0.0,0.2949640287769784,0.0,0.23741007194244604,0.4316546762589928,0.0,0.04316546762589928,0.14388489208633093,0.20863309352517986,0.38848920863309355,0.23741007194244604,0.39568345323741005,0.2517985611510791,0.0,0.4028776978417266,0.2517985611510791,0.0,0.0,0.16546762589928057,0.30935251798561153,0.07913669064748201,0.0,0.0,0.14388489208633093,0.02158273381294964,0.0,0.2589928057553957,0.0,0.0,0.007194244604316547,0.0,0.007194244604316547,0.0,0.0,0.1366906474820144,0.0,0.4244604316546763,0.014388489208633094,0.2302158273381295,0.07194244604316546,0.0,0.08633093525179857,0.0,0.0,0.0,0.35251798561151076,0.2949640287769784,0.34532374100719426,0.1510791366906475,0.4892086330935252,0.31654676258992803,0.014388489208633094,0.2733812949640288,0.007194244604316547,0.2589928057553957,0.3381294964028777,0.2014388489208633,0.1079136690647482,0.12949640287769784,0.02158273381294964,[]
38,Please Redelegate,1,1,0,0,38,2,40,139,29,40,0.725,1.0,0.014388489208633094,1,0.0,0.007194244604316547,0.007194244604316547,0.0,0.0,0.0,0.0,0.0,0.050359712230215826,0.0,0.007194244604316547,0.2302158273381295,0.02158273381294964,0.0,0.007194244604316547,0.0,0.0,0.007194244604316547,0.0,0.02158273381294964,0.0,0.22302158273381295,0.0,0.007194244604316547,0.0,0.007194244604316547,0.05755395683453238,0.0,0.2014388489208633,0.0,0.007194244604316547,0.14388489208633093,0.26618705035971224,0.0,0.0,0.0,0.0,0.0,1.0,0.2733812949640288,0.04316546762589928,0.007194244604316547,0.20863309352517986,0.0,0.02158273381294964,0.0,0.007194244604316547,0.26618705035971224,0.0,0.0,0.0,0.0,0.0,0.0,0.007194244604316547,0.20863309352517986,0.0,0.0,0.2158273381294964,0.2733812949640288,0.2733812949640288,0.0,0.2733812949640288,0.20863309352517986,0.18705035971223022,0.2733812949640288,0.2733812949640288,0.2589928057553957,0.17985611510791366,0.26618705035971224,0.22302158273381295,0.20863309352517986,0.2014388489208633,0.2014388489208633,0.09352517985611511,0.07913669064748201,0.014388489208633094,0.19424460431654678,0.1510791366906475,0.08633093525179857,0.04316546762589928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,[]
39,redelegateplease,1,3,0,1,78,5,83,139,36,79,0.43373493975903615,0.9518072289156626,0.03597122302158273,1,0.014388489208633094,0.007194244604316547,0.02158273381294964,0.02877697841726619,0.02158273381294964,0.03597122302158273,0.02158273381294964,0.02877697841726619,0.05755395683453238,0.02877697841726619,0.0,0.2446043165467626,0.014388489208633094,0.02877697841726619,0.0,0.03597122302158273,0.02877697841726619,0.02158273381294964,0.007194244604316547,0.02877697841726619,0.02877697841726619,0.30935251798561153,0.02158273381294964,0.014388489208633094,0.007194244604316547,0.02877697841726619,0.05755395683453238,0.014388489208633094,0.2446043165467626,0.0,0.02158273381294964,0.17266187050359713,0.4316546762589928,0.0,0.02877697841726619,0.02877697841726619,0.0,0.02877697841726619,0.2733812949640288,1.0,0.04316546762589928,0.0,0.22302158273381295,0.007194244604316547,0.02158273381294964,0.0,0.02158273381294964,0.5539568345323741,0.02158273381294964,0.02158273381294964,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.03597122302158273,0.014388489208633094,0.22302158273381295,0.0,0.014388489208633094,0.4316546762589928,0.5611510791366906,0.5899280575539568,0.007194244604316547,0.5683453237410072,0.22302158273381295,0.19424460431654678,0.5107913669064749,0.5683453237410072,0.5467625899280576,0.2517985611510791,0.39568345323741005,0.22302158273381295,0.22302158273381295,0.2158273381294964,0.20863309352517986,0.09352517985611511,0.07913669064748201,0.014388489208633094,0.19424460431654678,0.17266187050359713,0.08633093525179857,0.050359712230215826,0.007194244604316547,0.0,0.03597122302158273,0.0,0.0,0.0,0.0,0.014388489208633094,0.014388489208633094,0.0,0.03597122302158273,0.03597122302158273,0.014388489208633094,0.0,0.0,0.0,0.0,0.0,0.12949640287769784,0.0,0.0,[]
